L,N,k,instance_idx,n_colors,n_quartets,rng_seed,syk_generator_model,quartet_sampling_model,coupling_model,parent_coloring_model,numpy_version,networkx_version,quartets_sha256,coloring_sha256
16,256,3.0,0,43,1585,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,14fe79ddba47aa10f54a6e0da162ee6f9098d83d01333c741c27918926d93971,43e28d11ac18a29428eebc235db97e6f24c9a0c75fc4b34c1ba0872bc692f898
16,256,3.0,1,40,1515,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,fc029e88bf353c60d240eb8e597c743eef2c1fb5cd15c2bb817f05b3b4ae7faa,a58b84a5dab5677a4dc0eabba23174c7be1be7c82e5bd573cf09b2f926f522cc
16,256,3.0,2,40,1541,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,a9b56a00993f9eeda01222124f39510aeaf86fa188840e36d9e1ddc7572bef69,309b39d3ae1bbf7555a060fd9095fd93026406fa399e2f97efad5b1cffd731e3
16,256,3.0,3,40,1526,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,5dec1693bae0c248305425d62a1cbd13c8d686515edb060f9a076f840a795f0e,aca9017475a3cfe9eefa596088d0792af6e07c797e0591e4fb90e0516b38765d
16,256,3.0,4,41,1612,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,70048763d6af68eaba6090f7aa92a983369823ad592f533baca11abdb1fdde43,cfc0be6e94b714d04a958cbd1b26a7e1a2af46981db6cb5f0241ce6ed88b392e
16,256,3.0,5,39,1508,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,e80647de9fa8bae6331a8a7700c8c36746605c04ce2c620187b8362f302676da,b52cfc39d2c0645c86f9f4a4b533befaf43b97cc8434da2856b230750b83b454
16,256,3.0,6,41,1568,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,6c892f99176ffbf263ee605e68ee1c5b02770ccbecaf647f0c4a961fee95e967,85ea1cca340101c179825df3649fc4b36f357d1bfd51ed85ba23be655b5557cf
16,256,3.0,7,41,1532,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,52a866f77eef781f6a300b1d3da731461d61b6ae29746617c35474a2f236ade6,cb6f4cad0ada50245940f283bcab03cb4da4dff089fadf04a69dcb9fa8e7550b
16,256,3.0,8,39,1492,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,770350c1536988b62a62acf68d5bf02770f59e5bf80c6b40a3c7a13f24e32c66,e9c7bd454a5997c7b229cc7d66caa296a6efc247bca51e2889c5b21416ccb885
16,256,3.0,9,40,1557,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,2dafb79b507ee408722d671b8c0cbad06e12ca1bf1d7d06f8e542c4752d0d2d8,5606beaa82009fa51ce51d8d6b6d911cf8ae44f9c428d31b5e8b0ef6298f8f4a
17,289,0.5,0,10,312,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,974125171b9aff1cf57ff75421600b427d44a86b6058118c83516e5293897e49,015bb391285e374d9a413ed05dc23e2972737e975ad764e9f84c0c7af59b9f34
17,289,0.5,1,10,283,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,f4c6478dac3e0a0eb24e58e8e96fc1c4dc6588cfbc761e33a68a7b8aaabd1b28,9922ba82e989990349b24eff7a3953bd0931b97fc512195a2f12b47230055c85
17,289,0.5,2,11,292,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,930fbdf3a0694fd94f1b1b47ef5f7fcb260aae6caea8b2fd525e281f83a48a44,0a73db54217ea89955ed484c90e3504e7c63d602fee4030c93fbc3524088c9dd
17,289,0.5,3,11,286,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,512ec3510bbef6f9f0865993763ba68f2b3beab76ad6b45a8ef4906ccde5a03f,15140e2c485e137a69a236254016e73617e06f13904550f3a49518bdd6bc1504
17,289,0.5,4,10,251,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,f6f0d4a8f1d2ff2cfb2605e96d7a7417048b83e091ffa3f861eb1a2047ab9c9b,45304ac095c46afbfb42d10707f85e3fe5081d84096982a19587ec6876316d61
17,289,0.5,5,11,305,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,2bb97df3db11fb6691e45d669bcafbb221d78d83f927cf616a70e7e394248c81,49ef94c8e738d73dd66bd26c3168385210687aed189ecb5dcb35b959066a61f5
17,289,0.5,6,11,304,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,33dc81c2244dee071381ed893c08e508c43b4a0434512f91394794a414e69223,b59ac9be794bce93a4f684ebe0a4d340e021682b1fed09a513c7a73daba79614
17,289,0.5,7,11,291,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,d4fa331bf1d31378e971c99b655e27d7670c8ce1ddc2b266150676d88778cad7,74953b8d810161e9847dc397d6bfddcfc722ad85c592b63dfdcb702d22a524fb
17,289,0.5,8,10,273,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,2be100d6a5f80bacb160c08befdd76e7044621fe3db343da7faa7523c6e38fee,c61ed9844f5b6578fc88e544406928eea675a953af646ce7ee10a55cc0840288
17,289,0.5,9,12,308,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,37a14ba2efc605f793a8dc59dade4c3dbbeee8cfb935372f8990158577d0d482,e42d361f34ffc3cfedeb3662e20f39c24eda69c331e0585a112762ac068ac1ae
17,289,1.0,0,18,609,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,4f6620be1e9e9a4a4bc7f8e8d664069eff195beaaa7d06cb4352b07f598a57a2,0348d53cc9268845684ddfa6e332c3a26278bf0e1f20dae0296aa0a2dee1d479
17,289,1.0,1,16,567,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,29531ed5aa33b670c1ccb5334c194cc6d3e02467c5ded6e1ddafea85e93dc935,e8a7e2db49c016c1581e299293c23ee27093198298af44eed6daa58062c52a3a
17,289,1.0,2,17,582,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,4308b7ca5b8251ebc8ab391519ec6e804635a1c239e7d35511a05a357d35904a,fed2809298c4d3b98e59ba2102673a8014a41fb38b629b79b2901d744fcfeaf3
17,289,1.0,3,18,572,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,0e3675807d31c8c13cc73796e4eb3ce7937c1e380961fb533642c20a8637ee6f,ac2a465280be68216168e99191bb74da94f11c5a9bb5fafc994e7975a33acfe0
17,289,1.0,4,15,522,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,746c49b9e02b65b487aaa2d57bd07fc6623de8656da2dff97044f427908c3061,bcc8ca8ae23cf1b9d7df5d502af32f9f84b0f8106197eb2c3f6f0822a730f3f6
17,289,1.0,5,18,600,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,156eeb3a6cd5a2049a5c34d1b45c7b408ee5456fcee2f54bb1dd5c0f414c2a38,11055b938e014c75f4e0804d73de62d8e223607061d08c044ac9efa40741080e
17,289,1.0,6,19,598,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,b17c3da81b17a6a2a1c1a061092122dd89c6b989e7546087d5ccad3cb10510af,181805e2042249b8c07845cb83e889d55f04f52b0f2d34735fef37e8a72ea1bd
17,289,1.0,7,17,578,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,851312bf6331056e59d63652046384f6949afdc930b319853a702937590c0ad9,4f959600e1b6b8f0961c07af342701d1bd053b728292a792bfd173844055df1d
17,289,1.0,8,17,553,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,b83032d9601cbcf63b69802f558243bd4af1c34b80eb872d6e4824e36ae6cbb0,90264c325aed583ccbce27e2706a891654409ad73e8b7361790fb44f1af4fe06
17,289,1.0,9,17,597,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,b6d4ab35cd00f41ace205452e07dccc50c33043aac88e4168aaf7087f6588e3f,b1efeb6fc7651075e54712618f8751d9e7bcca18021a2a29969b64703deaad42
17,289,2.0,0,30,1199,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,669a935044ded5e57ad951c441a570d6143f607b4ffa0c5260c3b195d03e2979,e3c2a087092b45b63fbe617eb2a51533b3da326645d1b7169690b06b65e0228f
17,289,2.0,1,31,1139,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,d6d8e040ec2002c09e9f32f4545ee3b28efe780f2fbad2ae468a8b416beafe2e,badbfca61dad6fd779847a8844e58473ff80b40ac12c4724ebd9f22318058a06
17,289,2.0,2,28,1160,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,955ac9dd4f6e65885979d8502f97fb408577bbfeeb0306fd77a5e5e892585680,6616c0fa5442f56caada3de8c8260a77f3d8badaa5b1feefa51dcbaaf0ead969
17,289,2.0,3,29,1148,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,62592705c6d4a8d2e782930eb44a7b3b8e02f12c0f33f8b31024def916b6dfb5,c5da805b1f6a970ef55e8858cdf7c57828f6f8116b27779194091e4ffc8e561e
17,289,2.0,4,31,1223,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,a5b2d47d7e7ba2d5a3ab52e6fa6421632791a87da896643841d70b57366f67de,eb85fb98e74f7e173d8422964a15f2410221b44d5260692c3395dbb14e875cea
17,289,2.0,5,28,1135,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,4750f287c6b45070fe5fb4f379f745f19ec28c39750d5a996854b6732b4d6d03,4fb2681c84a4d4e85a8bc5f0827c3ae205a96c4950559d831bf7130ddebb6b64
17,289,2.0,6,29,1184,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,01a1ada87f080584348b9835e257fcb3fd48f8ab8e502549691a8540d5914450,d3ac536ae9abb9a26c04b0fd756de827daac032ad4e73c144e8f0d317800997b
17,289,2.0,7,30,1153,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,afd3eabf58ecfc12d4d96c1920346effb11e3f729ea5c010766553682512fd60,e7adba1802c5d3412a98f181c6f7f5ced20d01bff1be41ce2cdd3978ad38339b
17,289,2.0,8,28,1118,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,1bd601b3a755b21c8eff0b105abedbecb5e1d461c44da5c491671abf405b41b5,2d3cbdcac1e6f4b9533588b2acc7aa8045f50a372e6b98fe91b5207671f94077
17,289,2.0,9,29,1176,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,bf4b6265a19c8ccd313a15e62ddb0f295b5d759846dbbe8b45a0f9929d3b244e,cb22979a4d42d4299b9f45a24da161888473ded5d35564ca0e8226f9a98c7ace
17,289,3.0,0,41,1786,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,4059f37d4de47e385d934c42031db76823cc6e2f14b65d26e9f3a9cb285d7e7e,7aee8c5a7f68e8be0407d7c83e79282a5e2288d5e0ca8b8c11069c830a4225f9
17,289,3.0,1,41,1712,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,a79f5b29b00c7114c625ce206d7ac20cb026f814093d108a58b9bb2145bb26b5,d7c37b211ceeb6097701443aa1094dd975e6600a5f6380a52328ba64cff65555
17,289,3.0,2,40,1739,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,87ee8d950b1cd8b32e1153f1c68cbee26e47d9f719fd808b613e8dd94ad45ddf,f5766d6c4b5354100ed833f61ac2fa48b4f934d63efede93583e9e11678ea588
17,289,3.0,3,41,1724,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,cb12129013b08c8af6a51d6ec52fe715596f7a939aa6641e5a2a5732844a8dff,173c46ff1b5e360e2f60e3e47b194a12021ac436ab8e2746bbfd5841f554bfd5
17,289,3.0,4,42,1815,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,db861e2193e11a3212375355cea4bcbab174ee6fa17eaa7c7edcc271138281bb,dcb89703dcf4bafc320225aef0dcca2004b3dc56266563f8bbe4377f15d3dd8e
17,289,3.0,5,40,1703,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,8a62fdc0ce31820fee8dc257b7f2a4eaf26119b2de0e51f8134116698acb8c7b,42309b08a11722302080829bd9ead02ab26c8ed5c4aefbe7274a874dd9432627
17,289,3.0,6,40,1768,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,2fccfdac00cc91e68d055bc8a90917502fba3109e8acfa9611d34653335811bb,5354afd11df0ed6713b715e14dc10ba4040f8df0de788facd4600000cfcd592f
17,289,3.0,7,41,1730,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,037c1e67648ebcb40b0a70d8c77c64078d96ebe07f1b78bf082b3d83b3e46e84,4aa76e60ba0f87cc5e1909afff7e8af2ddf86317b10c5cda97f7a3ef0aab0b3f
17,289,3.0,8,40,1687,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,6ef294bc74d4d7eacdf99bc6c41b2fac7a4383e9f38575d558735c056673103f,2eedf7c6e8fbb602b7cab4eae71c0a9bf23addda712e0d8a2eee46ac45b9e159
17,289,3.0,9,41,1756,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,349d23016fd22f2887db8497036dcb16e6c1232b0d755bf15cce0565442d95a3,512ee9427270f5309a01e83a958ae04827f9d69c3d9121a1544460941f821d06
18,324,0.5,0,11,348,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,b6d671cf84fd1847994387d66eb0482174eb413a4b5f07f4cf7569a676ba30e8,8e40918d0d821612dc81625216a655d82f3667bf12d17790f6d032e271ddacbf
18,324,0.5,1,10,318,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,5f226ed5973300767084050324f2feef5273c08dd1352e5339257b6e9a444a4a,1d22c95972bfa39bb590116f1ac21e7606166ff6782e8a0b31e695063488575c
18,324,0.5,2,11,327,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,799e3a1eca69bcef1eebac8e22e9307bead3c622e315510d2effaf007ba77e2d,d92db749f66cdf5fbba12eef2291e726a473a14e06b17790bca9feb24f6873d9
18,324,0.5,3,12,320,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,d10b11efdec6eb2115c88e2efa6e888d3f1b6ac0301f3c2b1f91baf266d7e09c,5a8529d64af43458c90bc012b4af3fd8f53dbb8881c2cc63e3fded9408c54f09
18,324,0.5,4,12,283,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,8b8f3c2f6749f6a2bb2add2403c86148a970a33d22e71624b1b75b2ad009c439,ad23727c507e8c520152961662ba7ca032007c4d449bd7adb6b832908e05734f
18,324,0.5,5,11,341,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,a5d2dc56a7b9ef5364c9267604f09fa3c48264be4b5fb30a99bf4a6399115176,f934f3d0340c0e1fadb1f80c87b505de810b1f7a6b8c09e748191950994c1331
18,324,0.5,6,12,340,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,aa5e87f8a2dd233c9b08c58d4d979d55b681279d8cff2b704d6c19cf4c05bd9a,a4936647a45f3d677c922e13c08a78d9dd9249be8c6bad8e0c3be678b2a937de
18,324,0.5,7,11,325,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,d96ccb47d4125edb34227f74843bf7e87c6edf251144dbab765106820f592a26,38f5d841d4d7ead4191a11d3ee788bfad7f1e961709f9de5d93b2a3e5ec3cb2b
18,324,0.5,8,10,307,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,4b28da481d6b8bcfd1028a5bba3a8d60ba0fd4faf048623c0a21edd13091aeee,a7e964ad5151a83d81a7578f9904a428359ec42367220623f5d272eee6569c9f
18,324,0.5,9,11,343,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,f5e7824a0414b39070ebbf216a3c7dde8facc95f6ea07825d6322c6b48f23574,f3f324f140f9445cb327c8f7325676329ef7a884bddec4601e075f2e5ab81348
18,324,1.0,0,18,680,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,f64d2ea44fc098b30dd0c51e0c9c18433555fee17f5ce003fa74a79100940d02,46b377fe08fd9c11dda616b6239eece60b90af2de87094efd63ec257f4efbcd5
18,324,1.0,1,17,636,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,c2729cb9822880ffa85d9f27145ccd57763fb09017d0b5e49f0b06d2c1cb87ba,ef2f5e7f238940826f16a048c7d7824bd31e0753e0e0489236db24263810b90b
18,324,1.0,2,17,652,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,20d4d638e84a54d360df58e3a00f9c5ba2203986ec28608cc7a141e93c17364d,c3692d7b911dc84f95f1778c3c51da451e6edcdf2a1a860430efbe94ba02bb01
18,324,1.0,3,19,642,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,2ad44b96a7073e619637736b210af6bc08ae81cc2e45b62e4bd1d4f2bc512a60,5298d578a4c13ed4c8c6d7f7a68958f83af1319ed630ce6fced2bf3dda02c59f
18,324,1.0,4,16,588,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,cf8a1ee2ac6ce9332adc3c55aec390093fb1348a98feb55f08db210c2c4e8dc7,217feb1d1b333fb1fe6dd157c32e8bbeb451924153cb5874b27e2bfbe0890865
18,324,1.0,5,17,671,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,07cfb0f4615de35c3abc74e69873564fd5c122dab917163bfbfc204a2e6e0b75,27a8070d5fb362a21095cd730de7bc3d21944a3b695c5d11ebb796d66b1132b0
18,324,1.0,6,20,669,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,4958be06efdada89e2df48c37133d8befa673329669856e5d199042fb6b7f810,8edcf484bc5227c07f76aa285914009d6fe46d5404254dd2275ab87bc28bcc28
18,324,1.0,7,17,647,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,0f1ac89262a77469f3d0edc5055d0025828ebb06fb96600a19ad16a442530fb2,1af55a20176d66a12302b1047ffd8b3dc587f055072481b9ea7b034a053189ea
18,324,1.0,8,16,621,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,eaaa2b95e93c72db65601615d87f37000d1490c0e13cf5cf232d5e0d8a72920a,917a7d04eab1aee5a704041632d125d84eef33f54d7e21f3371d8c940a89ba08
18,324,1.0,9,17,668,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,b2d0c31dc4dbaa19c9a4b3c59fd62edd5e896de9bfa472dd51a299b744a57c9a,88149c31ff37f1e1a6682c17744b3fa0abf781f915f74bb9f1ab2dbe04f93c62
18,324,2.0,0,30,1341,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,e666e19e15e34730b040c6a645ba5299ae335034fa8e5b31a3cae3a978ab855f,40e4139167c22250a463c9fd9e29dd7227c250e465d77c1e44f166630f4d7962
