L,N,perm_kind,perm_idx,baseline,n_ancillas,total_qubits,cnot_depth,total_2q_gates,total_cnots,total_idle_slots,spacetime_volume,p_2q,p_idle,mult_fidelity,stim_fidelity,stim_shots
10,100,random,10,pipelined,0,100,2315,2315,2315,226870,231500,0.001,0.0001,1.3828454893325537e-11,0.0,1000
10,100,random,10,pipelined,0,100,2315,2315,2315,226870,231500,0.0001,1e-05,0.08206670232980272,0.19,1000
10,100,random,10,pipelined,0,100,2315,2315,2315,226870,231500,1e-05,1.0000000000000002e-06,0.7787850287199768,0.842,1000
10,100,random,11,1d,0,100,2467,2467,2467,241766,246700,0.001,0.0001,2.6777526582661854e-12,0.0,1000
10,100,random,11,1d,0,100,2467,2467,2467,241766,246700,0.0001,1e-05,0.06964221040103191,0.169,1000
10,100,random,11,1d,0,100,2467,2467,2467,241766,246700,1e-05,1.0000000000000002e-06,0.7661048457653092,0.836,1000
10,100,random,11,ancilla,10,110,1729,1729,1729,186732,190190,0.001,0.0001,1.3761187517536287e-09,0.0,1000
10,100,random,11,ancilla,10,110,1729,1729,1729,186732,190190,0.0001,1e-05,0.12999777003766474,0.222,1000
10,100,random,11,ancilla,10,110,1729,1729,1729,186732,190190,1e-05,1.0000000000000002e-06,0.8154442845776891,0.87,1000
10,100,random,11,primitive,0,100,2601,2601,2601,254898,260100,0.001,0.0001,6.297988308551167e-13,0.0,1000
10,100,random,11,primitive,0,100,2601,2601,2601,254898,260100,0.0001,1e-05,0.06025885473581228,0.155,1000
10,100,random,11,primitive,0,100,2601,2601,2601,254898,260100,1e-05,1.0000000000000002e-06,0.7550976068393823,0.86,1000
10,100,random,11,pipelined,0,100,2313,2313,2313,226674,231300,0.001,0.0001,1.4130426762007681e-11,0.0,1000
10,100,random,11,pipelined,0,100,2313,2313,2313,226674,231300,0.0001,1e-05,0.08224415961844711,0.173,1000
10,100,random,11,pipelined,0,100,2313,2313,2313,226674,231300,1e-05,1.0000000000000002e-06,0.7789532646092232,0.833,1000
10,100,random,12,1d,0,100,2572,2572,2572,252056,257200,0.001,0.0001,8.614604726537862e-13,0.0,1000
10,100,random,12,1d,0,100,2572,2572,2572,252056,257200,0.0001,1e-05,0.06217604613816497,0.15,1000
10,100,random,12,1d,0,100,2572,2572,2572,252056,257200,1e-05,1.0000000000000002e-06,0.7574662821245725,0.821,1000
10,100,random,12,ancilla,10,110,1738,1738,1738,187704,191180,0.001,0.0001,1.2374560189758483e-09,0.0,1000
10,100,random,12,ancilla,10,110,1738,1738,1738,187704,191180,0.0001,1e-05,0.12862448665794704,0.261,1000
10,100,random,12,ancilla,10,110,1738,1738,1738,187704,191180,1e-05,1.0000000000000002e-06,0.8145787416692261,0.875,1000
10,100,random,12,primitive,0,100,2610,2610,2610,255780,261000,0.001,0.0001,5.714583138867922e-13,0.0,1000
10,100,random,12,primitive,0,100,2610,2610,2610,255780,261000,0.0001,1e-05,0.05967597072999612,0.135,1000
10,100,random,12,primitive,0,100,2610,2610,2610,255780,261000,1e-05,1.0000000000000002e-06,0.7543640078799,0.845,1000
10,100,random,12,pipelined,0,100,2322,2322,2322,227556,232200,0.001,0.0001,1.2821474820704028e-11,0.0,1000
10,100,random,12,pipelined,0,100,2322,2322,2322,227556,232200,0.0001,1e-05,0.08144861172057287,0.194,1000
10,100,random,12,pipelined,0,100,2322,2322,2322,227556,232200,1e-05,1.0000000000000002e-06,0.778196489194725,0.859,1000
10,100,random,13,1d,0,100,2563,2563,2563,251174,256300,0.001,0.0001,9.49407481387577e-13,0.0,1000
10,100,random,13,1d,0,100,2563,2563,2563,251174,256300,0.0001,1e-05,0.06278334958703216,0.159,1000
10,100,random,13,1d,0,100,2563,2563,2563,251174,256300,1e-05,1.0000000000000002e-06,0.7582028979633519,0.829,1000
10,100,random,13,ancilla,10,110,1719,1719,1719,185652,189090,0.001,0.0001,1.5484856318426892e-09,0.0,1000
10,100,random,13,ancilla,10,110,1719,1719,1719,185652,189090,0.0001,1e-05,0.13154084355326526,0.252,1000
10,100,random,13,ancilla,10,110,1719,1719,1719,185652,189090,1e-05,1.0000000000000002e-06,0.8164070776182591,0.883,1000
10,100,random,13,primitive,0,100,2591,2591,2591,253918,259100,0.001,0.0001,7.016329162623798e-13,0.0,1000
10,100,random,13,primitive,0,100,2591,2591,2591,253918,259100,0.0001,1e-05,0.06091318337969229,0.145,1000
10,100,random,13,primitive,0,100,2591,2591,2591,253918,259100,1e-05,1.0000000000000002e-06,0.7559135535346483,0.823,1000
10,100,random,13,pipelined,0,100,2303,2303,2303,225694,230300,0.001,0.0001,1.574212597949423e-11,0.0,1000
10,100,random,13,pipelined,0,100,2303,2303,2303,225694,230300,0.0001,1e-05,0.08313721856664859,0.172,1000
10,100,random,13,pipelined,0,100,2303,2303,2303,225694,230300,1e-05,1.0000000000000002e-06,0.7797949893561537,0.858,1000
10,100,random,14,1d,0,100,2783,2783,2783,272734,278300,0.001,0.0001,8.820116800680143e-14,0.0,1000
10,100,random,14,1d,0,100,2783,2783,2783,272734,278300,0.0001,1e-05,0.04950569563436787,0.128,1000
10,100,random,14,1d,0,100,2783,2783,2783,272734,278300,1e-05,1.0000000000000002e-06,0.7404003130093934,0.814,1000
10,100,random,14,ancilla,10,110,1703,1703,1703,183924,187330,0.001,0.0001,1.870291100640504e-09,0.0,1000
10,100,random,14,ancilla,10,110,1703,1703,1703,183924,187330,0.0001,1e-05,0.1340479493830671,0.269,1000
10,100,random,14,ancilla,10,110,1703,1703,1703,183924,187330,1e-05,1.0000000000000002e-06,0.8179499115175408,0.875,1000
10,100,random,14,primitive,0,100,2575,2575,2575,252350,257500,0.001,0.0001,8.339939947663741e-13,0.0,1000
10,100,random,14,primitive,0,100,2575,2575,2575,252350,257500,0.0001,1e-05,0.06197491990541362,0.152,1000
10,100,random,14,primitive,0,100,2575,2575,2575,252350,257500,1e-05,1.0000000000000002e-06,0.7572209025778592,0.83,1000
10,100,random,14,pipelined,0,100,2287,2287,2287,224126,228700,0.001,0.0001,1.871183382001466e-11,0.0,1000
10,100,random,14,pipelined,0,100,2287,2287,2287,224126,228700,0.0001,1e-05,0.08458632722755821,0.177,1000
10,100,random,14,pipelined,0,100,2287,2287,2287,224126,228700,1e-05,1.0000000000000002e-06,0.7811436412336975,0.849,1000
10,100,random,15,1d,0,100,2561,2561,2561,250978,256100,0.001,0.0001,9.701396856364982e-13,0.0,1000
10,100,random,15,1d,0,100,2561,2561,2561,250978,256100,0.0001,1e-05,0.06291910943449082,0.148,1000
10,100,random,15,1d,0,100,2561,2561,2561,250978,256100,1e-05,1.0000000000000002e-06,0.7583666876281041,0.824,1000
10,100,random,15,ancilla,10,110,1711,1711,1711,184788,188210,0.001,0.0001,1.7017987239109887e-09,0.0,1000
10,100,random,15,ancilla,10,110,1711,1711,1711,184788,188210,0.0001,1e-05,0.13278847969019772,0.253,1000
10,100,random,15,ancilla,10,110,1711,1711,1711,184788,188210,1e-05,1.0000000000000002e-06,0.8171781304588059,0.857,1000
10,100,random,15,primitive,0,100,2583,2583,2583,253134,258300,0.001,0.0001,7.649559717351341e-13,0.0,1000
10,100,random,15,primitive,0,100,2583,2583,2583,253134,258300,0.0001,1e-05,0.061441758284901005,0.147,1000
10,100,random,15,primitive,0,100,2583,2583,2583,253134,258300,1e-05,1.0000000000000002e-06,0.7565669456686192,0.817,1000
10,100,random,15,pipelined,0,100,2295,2295,2295,224910,229500,0.001,0.0001,1.716286821315224e-11,0.0,1000
10,100,random,15,pipelined,0,100,2295,2295,2295,224910,229500,0.0001,1e-05,0.08385864281317439,0.17,1000
10,100,random,15,pipelined,0,100,2295,2295,2295,224910,229500,1e-05,1.0000000000000002e-06,0.7804690239858711,0.849,1000
10,100,random,16,1d,0,100,2204,2204,2204,215992,220400,0.001,0.0001,4.5862067015496894e-11,0.0,1000
10,100,random,16,1d,0,100,2204,2204,2204,215992,220400,0.0001,1e-05,0.09251894724145208,0.216,1000
10,100,random,16,1d,0,100,2204,2204,2204,215992,220400,1e-05,1.0000000000000002e-06,0.7881772970286065,0.86,1000
10,100,random,16,ancilla,10,110,1700,1700,1700,183600,187000,0.001,0.0001,1.937691291855158e-09,0.0,1000
10,100,random,16,ancilla,10,110,1700,1700,1700,183600,187000,0.0001,1e-05,0.13452332423077967,0.261,1000
10,100,random,16,ancilla,10,110,1700,1700,1700,183600,187000,1e-05,1.0000000000000002e-06,0.818239517298671,0.874,1000
10,100,random,16,primitive,0,100,2572,2572,2572,252056,257200,0.001,0.0001,8.614604726537862e-13,0.0,1000
10,100,random,16,primitive,0,100,2572,2572,2572,252056,257200,0.0001,1e-05,0.06217604613816497,0.161,1000
10,100,random,16,primitive,0,100,2572,2572,2572,252056,257200,1e-05,1.0000000000000002e-06,0.7574662821245725,0.843,1000
10,100,random,16,pipelined,0,100,2284,2284,2284,223832,228400,0.001,0.0001,1.932808306530369e-11,0.0,1000
10,100,random,16,pipelined,0,100,2284,2284,2284,223832,228400,0.0001,1e-05,0.08486083390483211,0.184,1000
10,100,random,16,pipelined,0,100,2284,2284,2284,223832,228400,1e-05,1.0000000000000002e-06,0.7813967730106353,0.856,1000
10,100,random,17,1d,0,100,2364,2364,2364,231672,236400,0.001,0.0001,8.145616176720677e-12,0.0,1000
10,100,random,17,1d,0,100,2364,2364,2364,231672,236400,0.0001,1e-05,0.07783660910267053,0.168,1000
10,100,random,17,1d,0,100,2364,2364,2364,231672,236400,1e-05,1.0000000000000002e-06,0.7746745804190216,0.838,1000
10,100,random,17,ancilla,10,110,1668,1668,1668,180144,183480,0.001,0.0001,2.826758080687261e-09,0.0,1000
10,100,random,17,ancilla,10,110,1668,1668,1668,180144,183480,0.0001,1e-05,0.13970009288814614,0.274,1000
10,100,random,17,ancilla,10,110,1668,1668,1668,180144,183480,1e-05,1.0000000000000002e-06,0.8213350331001261,0.89,1000
10,100,random,17,primitive,0,100,2540,2540,2540,248920,254000,0.001,0.0001,1.2171421193885455e-12,0.0,1000
10,100,random,17,primitive,0,100,2540,2540,2540,248920,254000,0.0001,1e-05,0.06436243349371795,0.177,1000
10,100,random,17,primitive,0,100,2540,2540,2540,248920,254000,1e-05,1.0000000000000002e-06,0.7600886167836818,0.816,1000
10,100,random,17,pipelined,0,100,2252,2252,2252,220696,225200,0.001,0.0001,2.7308303436547925e-11,0.0,1000
10,100,random,17,pipelined,0,100,2252,2252,2252,220696,225200,0.0001,1e-05,0.0878449196702555,0.195,1000
10,100,random,17,pipelined,0,100,2252,2252,2252,220696,225200,1e-05,1.0000000000000002e-06,0.7841019545992264,0.842,1000
10,100,random,18,1d,0,100,2549,2549,2549,249802,254900,0.001,0.0001,1.1043938940978807e-12,0.0,1000
10,100,random,18,1d,0,100,2549,2549,2549,249802,254900,0.0001,1e-05,0.06373985556349719,0.165,1000
10,100,random,18,1d,0,100,2549,2549,2549,249802,254900,1e-05,1.0000000000000002e-06,0.7593501689150404,0.835,1000
10,100,random,18,ancilla,10,110,1735,1735,1735,187380,190850,0.001,0.0001,1.2820505595102784e-09,0.0,1000
10,100,random,18,ancilla,10,110,1735,1735,1735,187380,190850,0.0001,1e-05,0.12908062825532723,0.264,1000
10,100,random,18,ancilla,10,110,1735,1735,1735,187380,190850,1e-05,1.0000000000000002e-06,0.8148671538439219,0.868,1000
10,100,random,18,primitive,0,100,2607,2607,2607,255486,260700,0.001,0.0001,5.902785299080673e-13,0.0,1000
10,100,random,18,primitive,0,100,2607,2607,2607,255486,260700,0.0001,1e-05,0.05986963621914919,0.158,1000
10,100,random,18,primitive,0,100,2607,2607,2607,255486,260700,1e-05,1.0000000000000002e-06,0.7546084616419136,0.838,1000
10,100,random,18,pipelined,0,100,2319,2319,2319,227262,231900,0.001,0.0001,1.3243732962677251e-11,0.0,1000
10,100,random,18,pipelined,0,100,2319,2319,2319,227262,231900,0.0001,1e-05,0.08171293561906581,0.184,1000
10,100,random,18,pipelined,0,100,2319,2319,2319,227262,231900,1e-05,1.0000000000000002e-06,0.7784486659388196,0.833,1000
10,100,random,19,1d,0,100,2383,2383,2383,233534,238300,0.001,0.0001,6.634352491206466e-12,0.0,1000
10,100,random,19,1d,0,100,2383,2383,2383,233534,238300,0.0001,1e-05,0.07625566336895297,0.169,1000
10,100,random,19,1d,0,100,2383,2383,2383,233534,238300,1e-05,1.0000000000000002e-06,0.7730865765734506,0.826,1000
10,100,random,19,ancilla,10,110,1671,1671,1671,180468,183810,0.001,0.0001,2.7284328025809213e-09,0.0,1000
10,100,random,19,ancilla,10,110,1671,1671,1671,180468,183810,0.0001,1e-05,0.1392064245167921,0.267,1000
10,100,random,19,ancilla,10,110,1671,1671,1671,180468,183810,1e-05,1.0000000000000002e-06,0.8210443316993727,0.889,1000
10,100,random,19,primitive,0,100,2543,2543,2543,249214,254300,0.001,0.0001,1.178335223228774e-12,0.0,1000
10,100,random,19,primitive,0,100,2543,2543,2543,249214,254300,0.0001,1e-05,0.06415423476473259,0.155,1000
10,100,random,19,primitive,0,100,2543,2543,2543,249214,254300,1e-05,1.0000000000000002e-06,0.7598423877373865,0.838,1000
10,100,random,19,pipelined,0,100,2255,2255,2255,220990,225500,0.001,0.0001,2.643761588175848e-11,0.0,1000
10,100,random,19,pipelined,0,100,2255,2255,2255,220990,225500,0.0001,1e-05,0.0875607601127249,0.221,1000
10,100,random,19,pipelined,0,100,2255,2255,2255,220990,225500,1e-05,1.0000000000000002e-06,0.783847946484625,0.837,1000
12,144,reverse,0,1d,0,144,9504,9504,9504,1349568,1368576,0.001,0.0001,1.8049942358991825e-63,0.0,1000
12,144,reverse,0,1d,0,144,9504,9504,9504,1349568,1368576,0.0001,1e-05,5.322273964698245e-07,0.0,1000
12,144,reverse,0,1d,0,144,9504,9504,9504,1349568,1368576,1e-05,1.0000000000000002e-06,0.23583823591282552,0.371,1000
12,144,reverse,0,ancilla,12,156,3238,3238,3238,498652,505128,0.001,0.0001,8.625549969716023e-24,0.0,1000
12,144,reverse,0,ancilla,12,156,3238,3238,3238,498652,505128,0.0001,1e-05,0.004940142392411596,0.024,1000
12,144,reverse,0,ancilla,12,156,3238,3238,3238,498652,505128,1e-05,1.0000000000000002e-06,0.5879976008720332,0.684,1000
12,144,reverse,0,primitive,0,144,4570,4570,4570,648940,658080,0.001,0.0001,6.757185397367486e-31,0.0,1000
12,144,reverse,0,primitive,0,144,4570,4570,4570,648940,658080,0.0001,1e-05,0.0009620392586630702,0.008,1000
12,144,reverse,0,primitive,0,144,4570,4570,4570,648940,658080,1e-05,1.0000000000000002e-06,0.4992538710477455,0.608,1000
12,144,reverse,0,pipelined,0,144,4130,4130,4130,586460,594720,0.001,0.0001,5.42698499738936e-28,0.0,1000
12,144,reverse,0,pipelined,0,144,4130,4130,4130,586460,594720,0.0001,1e-05,0.0018778083103993745,0.017,1000
12,144,reverse,0,pipelined,0,144,4130,4130,4130,586460,594720,1e-05,1.0000000000000002e-06,0.5337858770470691,0.667,1000
12,144,transpose,0,1d,0,144,5148,5148,5148,731016,741312,0.001,0.0001,1.0325816481390251e-34,0.0,1000
12,144,transpose,0,1d,0,144,5148,5148,5148,731016,741312,0.0001,1e-05,0.0003996096778151646,0.005,1000
12,144,transpose,0,1d,0,144,5148,5148,5148,731016,741312,1e-05,1.0000000000000002e-06,0.45726297180884146,0.603,1000
12,144,transpose,0,ancilla,12,156,2810,2810,2810,432740,438360,0.001,0.0001,9.647677099074135e-21,0.0,1000
12,144,transpose,0,ancilla,12,156,2810,2810,2810,432740,438360,0.0001,1e-05,0.009967398238798462,0.043,1000
12,144,transpose,0,ancilla,12,156,2810,2810,2810,432740,438360,1e-05,1.0000000000000002e-06,0.6307533647937792,0.723,1000
12,144,transpose,0,primitive,0,144,4142,4142,4142,588164,596448,0.001,0.0001,4.522067071758302e-28,0.0,1000
12,144,transpose,0,primitive,0,144,4142,4142,4142,588164,596448,0.0001,1e-05,0.0018438672996512072,0.019,1000
12,144,transpose,0,primitive,0,144,4142,4142,4142,588164,596448,1e-05,1.0000000000000002e-06,0.5328131382404381,0.632,1000
12,144,transpose,0,pipelined,0,144,3702,3702,3702,525684,533088,0.001,0.0001,3.631865741789722e-25,0.0,1000
12,144,transpose,0,pipelined,0,144,3702,3702,3702,525684,533088,0.0001,1e-05,0.003599052021401257,0.024,1000
12,144,transpose,0,pipelined,0,144,3702,3702,3702,525684,533088,1e-05,1.0000000000000002e-06,0.5696663457030552,0.697,1000
12,144,random,0,1d,0,144,5154,5154,5154,731868,742176,0.001,0.0001,9.425699532510206e-35,0.0,1000
12,144,random,0,1d,0,144,5154,5154,5154,731868,742176,0.0001,1e-05,0.00039598177704620505,0.005,1000
12,144,random,0,1d,0,144,5154,5154,5154,731868,742176,1e-05,1.0000000000000002e-06,0.4568461377519396,0.607,1000
12,144,random,0,ancilla,12,156,2620,2620,2620,403480,408720,0.001,0.0001,2.1766529619350003e-19,0.0,1000
12,144,random,0,ancilla,12,156,2620,2620,2620,403480,408720,0.0001,1e-05,0.01361159501300707,0.056,1000
12,144,random,0,ancilla,12,156,2620,2620,2620,403480,408720,1e-05,1.0000000000000002e-06,0.6507170744154832,0.748,1000
12,144,random,0,primitive,0,144,3952,3952,3952,561184,569088,0.001,0.0001,8.122305849283481e-27,0.0,1000
12,144,random,0,primitive,0,144,3952,3952,3952,561184,569088,0.0001,1e-05,0.0024612453416753607,0.015,1000
12,144,random,0,primitive,0,144,3952,3952,3952,561184,569088,1e-05,1.0000000000000002e-06,0.5484251464080644,0.68,1000
12,144,random,0,pipelined,0,144,3512,3512,3512,498704,505728,0.001,0.0001,6.523371699323533e-24,0.0,1000
12,144,random,0,pipelined,0,144,3512,3512,3512,498704,505728,0.0001,1e-05,0.004804114712483256,0.03,1000
12,144,random,0,pipelined,0,144,3512,3512,3512,498704,505728,1e-05,1.0000000000000002e-06,0.5863581931888516,0.722,1000
12,144,random,1,1d,0,144,4955,4955,4955,703610,713520,0.001,0.0001,1.9412083332044732e-33,0.0,1000
12,144,random,1,1d,0,144,4955,4955,4955,703610,713520,0.0001,1e-05,0.0005358480331399363,0.003,1000
12,144,random,1,1d,0,144,4955,4955,4955,703610,713520,1e-05,1.0000000000000002e-06,0.4708759480574013,0.597,1000
12,144,random,1,ancilla,12,156,2639,2639,2639,406406,411684,0.001,0.0001,1.593868724709712e-19,0.0,1000
12,144,random,1,ancilla,12,156,2639,2639,2639,406406,411684,0.0001,1e-05,0.013193994483388947,0.057,1000
12,144,random,1,ancilla,12,156,2639,2639,2639,406406,411684,1e-05,1.0000000000000002e-06,0.6486925942220018,0.75,1000
12,144,random,1,primitive,0,144,3971,3971,3971,563882,571824,0.001,0.0001,6.084783145240559e-27,0.0,1000
12,144,random,1,primitive,0,144,3971,3971,3971,563882,571824,0.0001,1e-05,0.002391180622770576,0.009,1000
12,144,random,1,primitive,0,144,3971,3971,3971,563882,571824,1e-05,1.0000000000000002e-06,0.5468435782099217,0.684,1000
12,144,random,1,pipelined,0,144,3531,3531,3531,501402,508464,0.001,0.0001,4.8869499502637776e-24,0.0,1000
12,144,random,1,pipelined,0,144,3531,3531,3531,501402,508464,0.0001,1e-05,0.00466735510497198,0.022,1000
12,144,random,1,pipelined,0,144,3531,3531,3531,501402,508464,1e-05,1.0000000000000002e-06,0.5846672323035939,0.687,1000
12,144,random,2,1d,0,144,4990,4990,4990,708580,718560,0.001,0.0001,1.1402736392338677e-33,0.0,1000
12,144,random,2,1d,0,144,4990,4990,4990,708580,718560,0.0001,1e-05,0.0005080857218270665,0.006,1000
12,144,random,2,1d,0,144,4990,4990,4990,708580,718560,1e-05,1.0000000000000002e-06,0.46837753768896484,0.608,1000
12,144,random,2,ancilla,12,156,2634,2634,2634,405636,410904,0.001,0.0001,1.7300850566766928e-19,0.0,1000
12,144,random,2,ancilla,12,156,2634,2634,2634,405636,410904,0.0001,1e-05,0.013302630879936767,0.056,1000
12,144,random,2,ancilla,12,156,2634,2634,2634,405636,410904,1e-05,1.0000000000000002e-06,0.6492247407116107,0.759,1000
12,144,random,2,primitive,0,144,3966,3966,3966,563172,571104,0.001,0.0001,6.565293017984357e-27,0.0,1000
12,144,random,2,primitive,0,144,3966,3966,3966,563172,571104,0.0001,1e-05,0.0024094229738526643,0.019,1000
12,144,random,2,primitive,0,144,3966,3966,3966,563172,571104,1e-05,1.0000000000000002e-06,0.5472593376289068,0.653,1000
12,144,random,2,pipelined,0,144,3526,3526,3526,500692,507744,0.001,0.0001,5.2728680089119834e-24,0.0,1000
12,144,random,2,pipelined,0,144,3526,3526,3526,500692,507744,0.0001,1e-05,0.004702962423649154,0.024,1000
12,144,random,2,pipelined,0,144,3526,3526,3526,500692,507744,1e-05,1.0000000000000002e-06,0.5851117486488306,0.7,1000
12,144,random,3,1d,0,144,5606,5606,5606,796052,807264,0.001,0.0001,9.77910667981515e-38,0.0,1000
12,144,random,3,1d,0,144,5606,5606,5606,796052,807264,0.0001,1e-05,0.00019920266493851464,0.0,1000
12,144,random,3,1d,0,144,5606,5606,5606,796052,807264,1e-05,1.0000000000000002e-06,0.4265128948678224,0.553,1000
12,144,random,3,ancilla,12,156,2794,2794,2794,430276,435864,0.001,0.0001,1.254268337312871e-20,0.0,1000
12,144,random,3,ancilla,12,156,2794,2794,2794,430276,435864,0.0001,1e-05,0.01023240652390459,0.059,1000
12,144,random,3,ancilla,12,156,2794,2794,2794,430276,435864,1e-05,1.0000000000000002e-06,0.6324106362957186,0.726,1000
12,144,random,3,primitive,0,144,4126,4126,4126,585892,594144,0.001,0.0001,5.767210831122369e-28,0.0,1000
12,144,random,3,primitive,0,144,4126,4126,4126,585892,594144,0.0001,1e-05,0.001889260254724594,0.017,1000
12,144,random,3,primitive,0,144,4126,4126,4126,585892,594144,1e-05,1.0000000000000002e-06,0.5341105177995421,0.641,1000
12,144,random,3,pipelined,0,144,3686,3686,3686,523412,530784,0.001,0.0001,4.631894023431124e-25,0.0,1000
12,144,random,3,pipelined,0,144,3686,3686,3686,523412,530784,0.0001,1e-05,0.0036876547135500657,0.024,1000
12,144,random,3,pipelined,0,144,3686,3686,3686,523412,530784,1e-05,1.0000000000000002e-06,0.5710534614090708,0.684,1000
12,144,random,4,1d,0,144,4919,4919,4919,698498,708336,0.001,0.0001,3.355343685819633e-33,0.0,1000
12,144,random,4,1d,0,144,4919,4919,4919,698498,708336,0.0001,1e-05,0.0005659869583897485,0.006,1000
12,144,random,4,1d,0,144,4919,4919,4919,698498,708336,1e-05,1.0000000000000002e-06,0.4734596458522437,0.607,1000
12,144,random,4,ancilla,12,156,2639,2639,2639,406406,411684,0.001,0.0001,1.593868724709712e-19,0.0,1000
12,144,random,4,ancilla,12,156,2639,2639,2639,406406,411684,0.0001,1e-05,0.013193994483388947,0.05,1000
12,144,random,4,ancilla,12,156,2639,2639,2639,406406,411684,1e-05,1.0000000000000002e-06,0.6486925942220018,0.753,1000
12,144,random,4,primitive,0,144,3971,3971,3971,563882,571824,0.001,0.0001,6.084783145240559e-27,0.0,1000
12,144,random,4,primitive,0,144,3971,3971,3971,563882,571824,0.0001,1e-05,0.002391180622770576,0.019,1000
12,144,random,4,primitive,0,144,3971,3971,3971,563882,571824,1e-05,1.0000000000000002e-06,0.5468435782099217,0.689,1000
12,144,random,4,pipelined,0,144,3531,3531,3531,501402,508464,0.001,0.0001,4.8869499502637776e-24,0.0,1000
12,144,random,4,pipelined,0,144,3531,3531,3531,501402,508464,0.0001,1e-05,0.00466735510497198,0.025,1000
12,144,random,4,pipelined,0,144,3531,3531,3531,501402,508464,1e-05,1.0000000000000002e-06,0.5846672323035939,0.686,1000
12,144,random,5,1d,0,144,5060,5060,5060,718520,728640,0.001,0.0001,3.9344402958132325e-34,0.0,1000
12,144,random,5,1d,0,144,5060,5060,5060,718520,728640,0.0001,1e-05,0.00045680167724885363,0.004,1000
12,144,random,5,1d,0,144,5060,5060,5060,718520,728640,1e-05,1.0000000000000002e-06,0.4634204153983707,0.578,1000
12,144,random,5,ancilla,12,156,2700,2700,2700,415800,421200,0.001,0.0001,5.860716235449499e-20,0.0,1000
12,144,random,5,ancilla,12,156,2700,2700,2700,415800,421200,0.0001,1e-05,0.011937933126089479,0.059,1000
12,144,random,5,ancilla,12,156,2700,2700,2700,415800,421200,1e-05,1.0000000000000002e-06,0.6422354211413824,0.743,1000
12,144,random,5,primitive,0,144,4032,4032,4032,572544,580608,0.001,0.0001,2.407327605782006e-27,0.0,1000
12,144,random,5,primitive,0,144,4032,4032,4032,572544,580608,0.0001,1e-05,0.0021794367901356473,0.02,1000
12,144,random,5,primitive,0,144,4032,4032,4032,572544,580608,1e-05,1.0000000000000002e-06,0.541796674139119,0.664,1000
12,144,random,5,pipelined,0,144,3592,3592,3592,510064,517248,0.001,0.0001,1.9334279040900627e-24,0.0,1000
12,144,random,5,pipelined,0,144,3592,3592,3592,510064,517248,0.0001,1e-05,0.0042540514637565046,0.021,1000
12,144,random,5,pipelined,0,144,3592,3592,3592,510064,517248,1e-05,1.0000000000000002e-06,0.5792712478715607,0.679,1000
12,144,random,6,1d,0,144,4998,4998,4998,709716,719712,0.001,0.0001,1.009705379638315e-33,0.0,1000
12,144,random,6,1d,0,144,4998,4998,4998,709716,719712,0.0001,1e-05,0.0005019447632614694,0.009,1000
12,144,random,6,1d,0,144,4998,4998,4998,709716,719712,1e-05,1.0000000000000002e-06,0.46780833629459023,0.583,1000
12,144,random,6,ancilla,12,156,2686,2686,2686,413644,419016,0.001,0.0001,7.373478722171056e-20,0.0,1000
12,144,random,6,ancilla,12,156,2686,2686,2686,413644,419016,0.0001,1e-05,0.012215201073478472,0.046,1000
12,144,random,6,ancilla,12,156,2686,2686,2686,413644,419016,1e-05,1.0000000000000002e-06,0.6437116889184537,0.732,1000
12,144,random,6,primitive,0,144,4018,4018,4018,570556,578592,0.001,0.0001,2.9782449983607678e-27,0.0,1000
12,144,random,6,primitive,0,144,4018,4018,4018,570556,578592,0.0001,1e-05,0.002226312567535632,0.012,1000
12,144,random,6,primitive,0,144,4018,4018,4018,570556,578592,1e-05,1.0000000000000002e-06,0.5429508459837994,0.682,1000
12,144,random,6,pipelined,0,144,3578,3578,3578,508076,515232,0.001,0.0001,2.3919561139983885e-24,0.0,1000
12,144,random,6,pipelined,0,144,3578,3578,3578,508076,515232,0.0001,1e-05,0.004345548482787149,0.027,1000
12,144,random,6,pipelined,0,144,3578,3578,3578,508076,515232,1e-05,1.0000000000000002e-06,0.580505250582612,0.714,1000
12,144,random,7,1d,0,144,5001,5001,5001,710142,720144,0.001,0.0001,9.646933056167972e-34,0.0,1000
12,144,random,7,1d,0,144,5001,5001,5001,710142,720144,0.0001,1e-05,0.0004996610876987862,0.006,1000
12,144,random,7,1d,0,144,5001,5001,5001,710142,720144,1e-05,1.0000000000000002e-06,0.4675950641532018,0.594,1000
12,144,random,7,ancilla,12,156,2689,2689,2689,414106,419484,0.001,0.0001,7.019456510147164e-20,0.0,1000
12,144,random,7,ancilla,12,156,2689,2689,2689,414106,419484,0.0001,1e-05,0.012155249421925186,0.066,1000
12,144,random,7,ancilla,12,156,2689,2689,2689,414106,419484,1e-05,1.0000000000000002e-06,0.6433950604193006,0.747,1000
12,144,random,7,primitive,0,144,4021,4021,4021,570982,579024,0.001,0.0001,2.845476581925817e-27,0.0,1000
12,144,random,7,primitive,0,144,4021,4021,4021,570982,579024,0.0001,1e-05,0.002216183613161568,0.016,1000
12,144,random,7,primitive,0,144,4021,4021,4021,570982,579024,1e-05,1.0000000000000002e-06,0.5427033166419566,0.688,1000
12,144,random,7,pipelined,0,144,3581,3581,3581,508502,515664,0.001,0.0001,2.2853241123960156e-24,0.0,1000
12,144,random,7,pipelined,0,144,3581,3581,3581,508502,515664,0.0001,1e-05,0.004325777735878437,0.02,1000
