L,N,method,gamma_method,gamma_schedule_model,cirq_version,openfermion_version,numpy_version,pandas_version,matplotlib_version,networkx_version,accounting_model,rotation_inventory_model,hall_decomposition_model,n_ancillas,total_qubits,cnot_depth,total_2q_gates,total_cnot_equiv,total_idle_slots,total_idle_slots_layered,n_1q_nonz,n_exact_t,n_synth_rz,spacetime_volume,p_2q,p_idle,p_1q,mult_fidelity,mult_fidelity_legacy,verification_error
15,225,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,15,240,1100,16317,23398,194886,217204,1126,960,2716,264000,1e-05,1e-05,1e-05,0.0901723869488102,0.12099082530197589,
16,256,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,256,1260,48448,96896,64384,128768,769,2174,516,322560,0.001,0.001,0.001,8.837613981446792e-99,9.400858461569768e-50,
16,256,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,256,1260,48448,96896,64384,128768,769,2174,516,322560,0.0001,0.0001,0.0001,1.5814189833364426e-10,1.2575448235893791e-05,
16,256,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,256,1260,48448,96896,64384,128768,769,2174,516,322560,1e-05,1e-05,1e-05,0.10470051071116625,0.3235745829189404,
16,256,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,256,208,8098,13346,19644,26556,769,2244,348,53248,0.001,0.001,0.001,4.593155971278213e-18,8.826212213137297e-13,
16,256,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,256,208,8098,13346,19644,26556,769,2244,348,53248,0.0001,0.0001,0.0001,0.01849232452921749,0.06239072083399936,
16,256,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,256,208,8098,13346,19644,26556,769,2244,348,53248,1e-05,1e-05,1e-05,0.6709759430004708,0.7577351300115908,
16,256,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,256,408,14804,23908,41048,56632,769,2244,348,104448,0.001,0.001,0.001,1.0102333946544869e-35,5.390740144289145e-25,
16,256,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,256,408,14804,23908,41048,56632,769,2244,348,104448,0.0001,0.0001,0.0001,0.00031770009208250235,0.0037519511088321515,
16,256,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,256,408,14804,23908,41048,56632,769,2244,348,104448,1e-05,1e-05,1e-05,0.44690732744120704,0.572053481632236,
16,256,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,16,272,1112,19468,28572,227624,245320,769,2244,348,302464,0.001,0.001,0.001,9.788162950450089e-120,4.3213230525610935e-108,
16,256,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,16,272,1112,19468,28572,227624,245320,769,2244,348,302464,0.0001,0.0001,0.0001,1.2718233311003896e-12,1.8552147926962804e-11,
16,256,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,16,272,1112,19468,28572,227624,245320,769,2244,348,302464,1e-05,1e-05,1e-05,0.06463923531917067,0.08450603266592996,
17,289,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,289,1736,60112,120224,130628,261256,4336,136,13448,501704,0.001,0.001,0.001,1.747625800830174e-166,1.3219779880278542e-83,
17,289,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,289,1736,60112,120224,130628,261256,4336,136,13448,501704,0.0001,0.0001,0.0001,2.702126494916917e-17,5.198198240656965e-09,
17,289,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,289,1736,60112,120224,130628,261256,4336,136,13448,501704,1e-05,1e-05,1e-05,0.02204170200746539,0.14846448062572204,
17,289,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,289,260,7820,12444,33490,50252,4336,136,13448,75140,0.001,0.001,0.001,5.725979860571601e-28,1.1228419127183966e-18,
17,289,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,289,260,7820,12444,33490,50252,4336,136,13448,75140,0.0001,0.0001,0.0001,0.0018923922663593648,0.016063485505664027,
17,289,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,289,260,7820,12444,33490,50252,4336,136,13448,75140,1e-05,1e-05,1e-05,0.5342116689188575,0.661594753374526,
17,289,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,289,476,15524,24656,60854,88252,4336,136,13448,137564,0.001,0.001,0.001,8.71253667417795e-50,6.499197341505612e-34,
17,289,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,289,476,15524,24656,60854,88252,4336,136,13448,137564,0.0001,0.0001,0.0001,1.2480232347132798e-05,0.00048170343398781004,
17,289,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,289,476,15524,24656,60854,88252,4336,136,13448,137564,1e-05,1e-05,1e-05,0.32332875843193615,0.46590020557255113,
17,289,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,17,306,1216,20960,30092,281828,311912,4336,136,13448,372096,0.001,0.001,0.001,2.4844784772410914e-149,2.7230083226748688e-132,
17,289,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,17,306,1216,20960,30092,281828,311912,4336,136,13448,372096,0.0001,0.0001,0.0001,1.4002716603501975e-15,7.070118643192826e-14,
17,289,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,17,306,1216,20960,30092,281828,311912,4336,136,13448,372096,1e-05,1e-05,1e-05,0.0327105671025497,0.04841744290976045,
18,324,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,324,1712,77679,155358,121986,243972,1297,2376,1728,554688,0.001,0.001,0.001,3.0648786335000257e-174,1.7506794776600388e-87,
18,324,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,324,1712,77679,155358,121986,243972,1297,2376,1728,554688,0.0001,0.0001,0.0001,4.533684166629883e-18,2.1292449757202393e-09,
18,324,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,324,1712,77679,155358,121986,243972,1297,2376,1728,554688,1e-05,1e-05,1e-05,0.018438397527395647,0.13578806106353994,
18,324,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,324,280,11090,18542,36140,53636,1297,2376,1728,90720,0.001,0.001,0.001,4.34319346265508e-32,3.0061379977873717e-21,
18,324,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,324,280,11090,18542,36140,53636,1297,2376,1728,90720,0.0001,0.0001,0.0001,0.0007331495047432973,0.008886374186003446,
18,324,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,324,280,11090,18542,36140,53636,1297,2376,1728,90720,1e-05,1e-05,1e-05,0.48588485407685517,0.6235649423711513,
18,324,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,324,504,20171,33066,67226,97164,1297,2376,1728,163296,0.001,0.001,0.001,2.591383383644942e-57,1.0591914982307747e-38,
18,324,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,324,504,20171,33066,67226,97164,1297,2376,1728,163296,0.0001,0.0001,0.0001,2.207497154659001e-06,0.00016003195976703607,
18,324,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,324,504,20171,33066,67226,97164,1297,2376,1728,163296,1e-05,1e-05,1e-05,0.2719039196859662,0.41728978525092525,
18,324,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,18,342,1296,25995,38890,332418,365452,1297,2376,1728,443232,0.001,0.001,0.001,2.035355476809873e-176,1.842177777350875e-156,
18,324,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,18,342,1296,25995,38890,332418,365452,1297,2376,1728,443232,0.0001,0.0001,0.0001,2.7464518139205302e-18,2.7135813761204007e-16,
18,324,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,18,342,1296,25995,38890,332418,365452,1297,2376,1728,443232,1e-05,1e-05,1e-05,0.01753703730261711,0.027760311540856897,
19,361,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,361,2168,94221,188442,202882,405764,6138,152,18982,782648,0.001,0.001,0.001,6.463932431523818e-259,8.039858476070221e-130,
19,361,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,361,2168,94221,188442,202882,405764,6138,152,18982,782648,0.0001,0.0001,0.0001,1.558371225753106e-26,1.248347397863714e-13,
19,361,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,361,2168,94221,188442,202882,405764,6138,152,18982,782648,1e-05,1e-05,1e-05,0.0026265352139821867,0.0512497337942568,
19,361,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,361,292,10530,17028,47530,71356,6138,152,18982,105412,0.001,0.001,0.001,3.94558464901332e-39,5.918973567442176e-26,
19,361,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,361,292,10530,17028,47530,71356,6138,152,18982,105412,0.0001,0.0001,0.0001,0.0001449905558893332,0.0030085702310924715,
19,361,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,361,292,10530,17028,47530,71356,6138,152,18982,105412,1e-05,1e-05,1e-05,0.4131913735116838,0.5595609038900027,
19,361,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,361,532,20969,33874,85856,124304,6138,152,18982,192052,0.001,0.001,0.001,1.8612152805603134e-69,3.830714102910731e-47,
19,361,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,361,532,20969,33874,85856,124304,6138,152,18982,192052,0.0001,0.0001,0.0001,1.3491903991603514e-07,2.293069480063899e-05,
19,361,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,361,532,20969,33874,85856,124304,6138,152,18982,192052,1e-05,1e-05,1e-05,0.20560716250002856,0.3436074725536219,
19,361,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,19,380,1360,27797,40702,393566,435396,6138,152,18982,516800,0.001,0.001,0.001,1.3483834511022339e-207,8.181169009867241e-184,
19,361,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,19,380,1360,27797,40702,393566,435396,6138,152,18982,516800,0.0001,0.0001,0.0001,2.1003548447994828e-21,5.00636354099552e-19,
19,361,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,19,380,1360,27797,40702,393566,435396,6138,152,18982,516800,1e-05,1e-05,1e-05,0.008557015509655163,0.014792262066653763,
20,400,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,400,2028,118500,237000,168600,337200,2001,2246,4548,811200,0.001,0.001,0.001,3.1866866358190364e-250,1.7851293050698136e-125,
20,400,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,400,2028,118500,237000,168600,337200,2001,2246,4548,811200,0.0001,0.0001,0.0001,1.1522956079077733e-25,3.394547993338396e-13,
20,400,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,400,2028,118500,237000,168600,337200,2001,2246,4548,811200,1e-05,1e-05,1e-05,0.0032082530532109572,0.05664144289485357,
20,400,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,400,280,14722,24922,44156,62156,2001,2244,4516,112000,0.001,0.001,0.001,1.4574167015101107e-38,2.6110534931411626e-26,
20,400,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,400,280,14722,24922,44156,62156,2001,2244,4516,112000,0.0001,0.0001,0.0001,0.00016521954065644011,0.00277225444809013,
20,400,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,400,280,14722,24922,44156,62156,2001,2244,4516,112000,1e-05,1e-05,1e-05,0.41862307179370567,0.5550023428368546,
20,400,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,400,528,26832,44620,87136,121960,2001,2244,4516,211200,0.001,0.001,0.001,4.1593808132249124e-73,3.0169085008373647e-50,
20,400,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,400,528,26832,44620,87136,121960,2001,2244,4516,211200,0.0001,0.0001,0.0001,5.823187477812672e-08,1.1224969090265505e-05,
20,400,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,400,528,26832,44620,87136,121960,2001,2244,4516,211200,1e-05,1e-05,1e-05,0.18903779146908012,0.31991955723447235,
20,400,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,20,420,1408,34104,51892,449232,487576,2001,2244,4516,591360,0.001,0.001,0.001,3.9337095870713546e-235,9.656443269020445e-211,
20,400,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,20,420,1408,34104,51892,449232,487576,2001,2244,4516,591360,0.0001,0.0001,0.0001,3.7156168669883404e-24,1.0184380313255562e-21,
20,400,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,20,420,1408,34104,51892,449232,487576,2001,2244,4516,591360,1e-05,1e-05,1e-05,0.004540550705313958,0.007959539226343083,
